release_date,title,runtime,tagline,vote_average,vote_count,director
03-04-2008,Nim's Island,96.0,Your adventure starts here.,5.6,330,Jennifer Flackett
02-09-2013,Rush,123.0,Everyone's driven by something.,7.7,2277,Ron Howard
08-12-1999,Magnolia,188.0,"Things fall down. People look up. And when it rains, it pours.",7.5,825,Paul Thomas Anderson
26-02-2010,Cop Out,107.0,Rock out with your Glock out,5.3,511,Kevin Smith
21-01-2016,How to Be Single,110.0,Welcome to the party,5.9,1201,Christian Ditter
23-09-2011,Dolphin Tale,113.0,Inspired by the amazing true story of Winter.,6.7,163,Charles Martin Smith
20-11-2008,Twilight,122.0,"When you can live forever, what do you live for?",5.8,3561,Catherine Hardwicke
15-02-2002,John Q,116.0,Give a father no options and you leave him no choice.,7.0,594,Nick Cassavetes
17-09-1999,Blue Streak,93.0,He's A Cop That's Not.,6.1,352,Les Mayfield
18-12-2008,The Inhabited Island,115.0,,5.3,23,Fyodor Bondarchuk
02-05-1997,Breakdown,95.0,It could happen to you.,6.6,198,Jonathan Mostow
07-10-1983,Never Say Never Again,134.0,Sean Connery is James Bond 007,5.8,338,Irvin Kershner
26-03-2010,Hot Tub Time Machine,101.0,Kick some past,6.0,894,Steve Pink
12-09-2014,Dolphin Tale 2,107.0,WINTER's amazing true story... now has HOPE.,6.7,96,Charles Martin Smith
25-02-2000,Reindeer Games,124.0,The trap is set. The game is on.,5.4,173,John Frankenheimer
04-04-2003,A Man Apart,109.0,Love changes a man. Revenge tears him apart.,5.8,258,F. Gary Gray
27-05-2015,Aloha,105.0,Sometimes you have to say goodbye before you can say hello.,5.2,692,Cameron Crowe
20-12-1996,Ghosts of Mississippi,130.0,From the director of A FEW GOOD MEN comes a compelling TRUE STORY.,6.2,40,Rob Reiner
22-12-1999,Snow Falling on Cedars,127.0,From the director of 'Shine',6.3,32,Scott Hicks
28-01-2011,The Rite,114.0,You can only defeat it when you believe.,5.8,556,Mikael H\u00e5fstr\u00f6m
07-09-1997,Gattaca,106.0,There is no gene for the human spirit.,7.5,1808,Andrew Niccol
28-01-2000,Isn't She Great,95.0,Talent Isn't Everything...,4.6,14,Andrew Bergman
17-07-2008,Space Chimps,81.0,"Houston, we have a problem!",5.2,99,Kirk De Micco
01-01-2003,Head of State,95.0,,5.3,71,Chris Rock
05-06-2009,The Hangover,100.0,Some guys just can't handle Vegas.,7.2,6173,Todd Phillips
19-12-2015,Ip Man 3,105.0,,6.5,379,Wilson Yip
08-06-1999,Austin Powers: The Spy Who Shagged Me,95.0,"I'm back, baby!",6.2,1011,Jay Roach
23-06-1989,Batman,126.0,Have you ever danced with the devil in the pale moonlight?,7.0,2096,Tim Burton
25-03-2011,There Be Dragons,112.0,,5.9,27,Roland Joff\u00e9
15-05-1992,Lethal Weapon 3,118.0,The magic is back again!,6.4,811,Richard Donner
20-11-2009,The Blind Side,129.0,Based on the extraordinary true story,7.2,1597,John Lee Hancock
18-03-2001,Spy Kids,88.0,Real spies...only smaller,5.5,867,Robert Rodriguez
08-07-2011,Horrible Bosses,98.0,Ever wish your boss was dead?,6.5,2277,Seth Gordon
22-12-2010,True Grit,110.0,Punishment Comes One Way or Another.,7.2,1668,Joel Coen
30-06-2006,The Devil Wears Prada,109.0,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,7.0,3088,David Frankel
06-12-1979,Star Trek: The Motion Picture,132.0,The human adventure is just beginning.,6.2,530,Robert Wise
07-02-2013,Identity Thief,111.0,She's having the time of his life,5.6,1645,Seth Gordon
15-11-1991,Cape Fear,128.0,There is nothing in the dark that isn't there in the light. Except fear.,7.0,675,Martin Scorsese
27-03-2008,21,123.0,They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,6.5,1375,Robert Luketic
17-07-2015,Trainwreck,125.0,We All Know One.,5.9,1181,Judd Apatow
25-03-2005,Guess Who,105.0,His house. His rules. Some in-laws were made to be broken.,5.5,225,Kevin Rodney Sullivan
14-11-1996,The English Patient,162.0,"In love, there are no boundaries.",7.0,542,Anthony Minghella
19-09-1997,L.A. Confidential,138.0,Everything is suspect... Everyone is for sale... And nothing is what it seems.,7.7,1310,Curtis Hanson
29-07-2005,Sky High,100.0,Saving The World... One Homework Assignment At A Time.,5.8,550,Mike Mitchell
10-09-1997,In & Out,90.0,An out-and-out comedy.,6.3,177,Frank Oz
07-07-1995,Species,108.0,Our time is up.,5.5,453,Roger Donaldson
14-11-1984,A Nightmare on Elm Street,91.0,"If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!",7.2,1180,Wes Craven
17-08-2000,The Cell,107.0,Enter The Mind Of A Killer,6.0,436,Tarsem Singh
12-03-1998,The Man in the Iron Mask,132.0,For the honor of a king. And the destiny of a country. All for one.,6.3,1018,Randall Wallace
20-08-2010,Secretariat,123.0,The Impossible True Story,6.8,103,Randall Wallace
23-03-2007,TMNT,90.0,,6.0,345,Kevin Munroe
24-10-2003,Radio,109.0,His courage made them champions.,6.8,141,Mike Tollin
21-07-2011,Friends with Benefits,109.0,Some friends come with a happy ending.,6.5,2237,Will Gluck
04-05-2016,Neighbors 2: Sorority Rising,91.0,New neighbors.,5.6,1462,Nicholas Stoller
16-11-2013,Saving Mr. Banks,125.0,"Where her book ended, their story began.",7.3,1226,John Lee Hancock
18-11-1992,Malcolm X,202.0,,7.2,370,Spike Lee
20-12-2012,This Is 40,134.0,The sort-of sequel to 'Knocked Up',5.6,896,Judd Apatow
24-11-2009,Old Dogs,88.0,Life is Not Child-Proof.,5.2,210,Walt Becker
22-01-2009,Underworld: Rise of the Lycans,92.0,Every war has a beginning.,6.2,1428,Patrick Tatopoulos
04-07-2007,License to Wed,91.0,First came love... then came Reverend Frank.,5.2,253,Ken Kwapis
07-04-2006,The Benchwarmers,80.0,Get off the bench and get into the game.,5.2,242,Dennis Dugan
21-07-2005,Must Love Dogs,98.0,,5.8,140,Gary David Goldberg
27-02-1997,Donnie Brasco,127.0,Based on a true story.,7.4,1147,Mike Newell
15-03-2002,Resident Evil,100.0,A secret experiment. A deadly virus. A fatal mistake.,6.4,2065,Paul W.S. Anderson
04-06-1982,Poltergeist,114.0,They're here.,7.0,794,Tobe Hooper
25-03-2004,The Ladykillers,104.0,The greatest criminal minds of all time have finally met their match.,6.0,415,Joel Coen
15-10-2008,Max Payne,100.0,When a Man Has Lost Everything. He Only has Revenge,5.2,613,John Moore
27-10-2011,In Time,109.0,Time Is Power,6.7,3417,Andrew Niccol
23-04-2010,The Back-Up Plan,106.0,"Fall in love, get married, have a baby. Not necessarily in that order.",5.7,458,Alan Poul
05-05-2011,Something Borrowed,112.0,It's a thin line between love and friendship.,5.9,296,Luke Greenfield
21-11-2001,Black Knight,95.0,It's only a flesh wound!,5.1,287,Gil Junger
07-04-1976,The Bad News Bears,102.0,The coach is waiting for his next beer. The pitcher is waiting for her first bra. The team is waiting for a miracle. Consider the possibilities.,6.9,97,Michael Ritchie
22-12-1994,Street Fighter,102.0,The fight to save the world is on!,4.1,325,Steven E. de Souza
24-09-2002,The Pianist,150.0,Music was his passion. Survival was his masterpiece.,8.0,1864,Roman Polanski
01-12-2006,The Nativity Story,101.0,Her child would change the world.,6.4,35,Catherine Hardwicke
30-04-2005,House of Wax,113.0,Prey. Slay. Display,5.5,677,Jaume Collet-Serra
01-12-2004,Closer,104.0,"If you believe in love at first sight, you never stop looking.",6.7,811,Mike Nichols
09-11-2011,J. Edgar,137.0,The most powerful man in the world.,6.0,741,Clint Eastwood
15-08-2008,Mirrors,110.0,There is evil...On the other side.,6.0,485,Alexandre Aja
10-02-2002,Queen of the Damned,101.0,This time there are no interviews.,5.4,239,Michael Rymer
20-11-1990,Predator 2,108.0,Silent. Invisible. Invincible. He's in town with a few days to kill.,5.9,730,Stephen Hopkins
22-01-2008,Untraceable,101.0,A cyber killer has finally found the perfect accomplice: You.,5.9,238,Gregory Hoblit
12-02-1999,Blast from the Past,112.0,She'd never met anyone like him. He's never met anyone... Period.,6.3,245,Hugh Wilson
01-09-1980,Flash Gordon,111.0,He'll save every one of us!,6.1,233,Mike Hodges
25-03-2004,Jersey Girl,102.0,He wanted it all...but he got more than he bargained for.,5.8,325,Kevin Smith
18-10-2012,Alex Cross,101.0,Don't Ever Cross Alex Cross,5.1,300,Rob Cohen
21-11-1997,Midnight in the Garden of Good and Evil,155.0,,6.3,157,Clint Eastwood
13-11-2015,Heist,93.0,Never make a bet you can't afford to lose.,5.6,318,Scott Mann
26-03-2010,Nanny McPhee and the Big Bang,109.0,You'll Believe That Pigs Can Fly!,6.0,436,Susanna White
25-12-1992,Hoffa,140.0,,6.1,81,Danny DeVito
24-07-2008,The X Files: I Want to Believe,104.0,"To find the truth, you must believe.",5.5,523,Chris Carter
09-04-2004,Ella Enchanted,96.0,Get enchanted,5.9,437,Tommy O'Haver
12-11-2015,Concussion,123.0,Even Legends Need a Hero,7.0,823,Peter Landesman
22-09-2011,Abduction,106.0,They stole his life. He's taking it back.,5.6,961,John Singleton
25-03-2005,Valiant,76.0,"Some pigeons eat crumbs, others make history.",5.2,235,Gary Chapman
22-02-2000,Wonder Boys,111.0,Undependable. Unpredictable. Unforgettable.,6.9,161,Curtis Hanson
27-03-2008,Superhero Movie,85.0,The greatest Superhero movie of all time! (not counting all the others),4.9,379,Craig Mazin
18-01-2013,Broken City,109.0,Proof Can Be a Powerful Weapon.,5.7,593,Allen Hughes
25-02-2005,Cursed,97.0,What doesn't kill you makes you stronger.,5.1,167,Wes Craven
24-08-2012,Premium Rush,91.0,Ride Like Hell,6.2,832,David Koepp
08-05-2015,Hot Pursuit,87.0,Armed and Sort-of Dangerous.,5.4,647,Anne Fletcher
08-09-2002,The Four Feathers,132.0,"Freedom. Country. Honor. Passion. To save his best friend, one man must risk everything he loves.",6.5,159,Shekhar Kapur
23-01-2013,Parker,118.0,"To get away clean, you have to play dirty.",5.7,1455,Taylor Hackford
13-09-2004,Wimbledon,98.0,She's the golden girl. He's the longshot. It's a match made in...,6.0,293,Richard Loncraine
02-04-2010,Furry Vengeance,92.0,He came. He saw. They conquered.,4.6,149,Roger Kumble
05-09-2012,Bait,93.0,Cleanup on aisle 7.,5.3,191,Kimble Rendall
29-07-1983,Krull,117.0,A world light-years beyond your imagination.,5.8,129,Peter Yates
22-10-2007,Lions for Lambs,92.0,"If you don't STAND for something, you might FALL for anything.",6.0,216,Robert Redford
18-01-1991,Flight of the Intruder,115.0,The only thing they can count on is each other.,5.7,31,John Milius
21-12-2007,Walk Hard: The Dewey Cox Story,96.0,Life made him tough. Love made him strong. Music made him hard.,6.6,212,Jake Kasdan
18-12-2001,The Shipping News,111.0,You'll never guess what you'll find inside...,6.4,108,Lasse Hallstr\u00f6m
17-08-2001,American Outlaws,94.0,Sometimes the wrong side of the law is the right place to be.,5.7,55,Les Mayfield
04-03-2009,The Young Victoria,105.0,Love rules all.,7.0,322,Jean-Marc Vall\u00e9e
09-09-2009,Whiteout,101.0,See Your Last Breath,5.3,220,Dominic Sena
18-05-2011,The Tree of Life,139.0,Nothing stands still.,6.5,987,Terrence Malick
04-09-1998,Knock Off,91.0,There is no substitute.,4.7,64,Tsui Hark
28-03-2014,Sabotage,110.0,Leave no loose ends,5.5,555,David Ayer
05-09-2003,The Order,102.0,Every soul has its price.,4.8,91,Brian Helgeland
05-12-2008,Punisher: War Zone,102.0,Vengeance has a name,5.6,294,Lexi Alexander
11-08-2006,Zoom,83.0,They're going to save the world... as long as they're home for dinner.,4.9,135,Peter Hewitt
30-09-2015,The Walk,123.0,Dream High.,6.9,1121,Robert Zemeckis
02-05-1997,Warriors of Virtue,103.0,In a world beyond your imagination a battle for the universe has begun.,4.7,9,Ronny Yu
09-09-2006,A Good Year,118.0,Everything matures... eventually.,6.5,357,Ridley Scott
21-02-1992,Radio Flyer,114.0,Powered by imagination.,6.6,53,Richard Donner
05-02-1993,Bound by Honor,180.0,An epic story of three brothers. Bound by blood. Divided by fate. Driven by destiny.,7.7,115,Taylor Hackford
13-02-1997,Smilla's Sense of Snow,121.0,Some Tracks Should Never Be Uncovered.,6.6,60,Bille August
06-11-2002,Femme Fatale,114.0,Nothing is more desirable or more deadly than a woman with a secret.,6.2,142,Brian De Palma
17-04-1981,Lion of the Desert,173.0,He was a man of honor in a war without any.,7.4,34,Moustapha Akkad
20-09-1995,The Horseman on the Roof,135.0,,6.7,25,Jean-Paul Rappeneau
24-11-1999,Ride with the Devil,138.0,"In a No-man's Land between North and South, You didn't fight for the Blue or the Grey... You fought for your friends and family.",6.6,49,Ang Lee
20-10-2010,Biutiful,148.0,"You don't choose your family. We all belong to somebody, but to belong to Uxbal and Marambra, is both a blessing and a curse.",7.0,291,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
18-01-2006,Bandidas,93.0,Being BAD never looked so GOOD!,5.8,307,Joachim R\u00f8nning
13-05-2009,Black Water Transit,100.0,,0.0,0,Tony Kaye
10-09-2014,The Maze Runner,113.0,Run - Remember - Survive,7.0,5371,Wes Ball
05-03-2015,Unfinished Business,91.0,Best business trip ever.,5.0,320,Ken Scott
17-09-1993,The Age of Innocence,139.0,In a world of tradition. In an age of innocence. They dared to break the rules.,7.0,169,Martin Scorsese
06-09-2006,The Fountain,96.0,Death is the road to awe,6.8,827,Darren Aronofsky
01-09-1999,Chill Factor,101.0,"This Fall, Action is served on the rocks, with a twist.",5.3,29,Hugh Johnson
17-05-2012,Stolen,96.0,Never steal from the world's greatest thief.,5.1,344,Simon West
19-07-2008,Ponyo,100.0,Welcome To A World Where Anything Is Possible.,7.5,926,Hayao Miyazaki
09-04-2015,The Longest Ride,128.0,Two couples. Two love stories. One epic tale.,7.3,1064,"George Tillman, Jr."
26-08-1999,The Astronaut's Wife,109.0,How well do you know the one you love?,5.4,254,Rand Ravich
05-05-2000,I Dreamed of Africa,114.0,Sometimes the adventure of a lifetime becomes life itself.,5.3,18,Hugh Hudson
29-11-2012,Playing for Keeps,106.0,,5.4,240,Gabriele Muccino
06-12-2013,Mandela: Long Walk to Freedom,141.0,It is an ideal for which I am prepared to die.,6.5,224,Justin Chadwick
25-12-1981,Reds,195.0,Not since Gone With The Wind has there been a great romantic epic like it!,7.1,67,Warren Beatty
11-12-1992,A Few Good Men,138.0,,7.1,877,Rob Reiner
13-03-2001,Exit Wounds,101.0,This Is Gonna Hurt,5.3,110,Andrzej Bartkowiak
31-05-2000,Big Momma's House,98.0,This FBI agent is going undercover... and he's concealing more than a weapon.,5.6,506,Raja Gosnell
24-12-2013,Thunder and the House of Magic,85.0,One lost little cat. One magical adventure.,6.3,121,Ben Stassen
22-12-2011,The Darkest Hour,89.0,Survive The Holidays,4.8,469,Chris Gorak
26-07-2012,Step Up Revolution,99.0,One Step Can Change Your World,6.7,663,Scott Speer
06-08-2006,Snakes on a Plane,105.0,"At 30,000 feet, snakes aren't the deadliest thing on this plane.",5.1,497,David R. Ellis
08-09-2000,The Watcher,96.0,Don't go home alone.,4.9,110,Joe Charbanic
15-04-2004,The Punisher,124.0,"There is no justice, there is only revenge.",6.1,766,Jonathan Hensleigh
06-06-2005,Goal!: The Dream Begins,118.0,Every Dream Has A Beginning,6.6,238,Danny Cannon
16-04-2012,Safe,94.0,She has the code. He is the key.,6.3,799,Boaz Yakin
23-04-1999,Pushing Tin,124.0,A comedy about losing control,5.7,116,Mike Newell
23-05-1983,Return of the Jedi,135.0,The Empire Falls...,7.9,4665,Richard Marquand
14-03-2008,Doomsday,108.0,Mankind has an expiration date.,5.8,363,Neil Marshall
10-12-2008,The Reader,124.0,Behind the mystery lies a truth that will make you question everything you know.,7.2,813,Stephen Daldry
23-02-2012,Wanderlust,98.0,Leave your baggage behind,5.3,394,David Wain
09-10-2003,Elf,97.0,"This holiday, discover your inner elf.",6.4,987,Jon Favreau
05-07-1996,Phenomenon,123.0,Some things in life just can't be explained.,6.2,323,Jon Turteltaub
18-01-2002,Snow Dogs,99.0,Get ready for mush hour!,5.3,185,Brian Levant
22-11-1988,Scrooged,101.0,The spirits will move you in odd and hysterical ways.,6.7,390,Richard Donner
16-06-2006,Nacho Libre,92.0,He's not lean. He's not mean. He's nacho average hero.,5.6,359,Jared Hess
28-04-2011,Bridesmaids,125.0,Save the date,6.5,1661,Paul Feig
12-06-2013,This Is the End,107.0,Nothing ruins a party like the end of the world.,6.3,2359,Seth Rogen
10-09-1999,Stigmata,103.0,The messenger must be silenced.,6.0,242,Rupert Wainwright
13-09-2000,Men of Honor,129.0,History is made by those who break the rules.,7.0,544,"George Tillman, Jr."
26-08-2010,Takers,107.0,Who's Taking Who?,6.0,394,John Luessenhop
25-04-2013,The Big Wedding,90.0,It's never too late to start acting like a family,5.7,414,Justin Zackham
16-02-2011,"Big Mommas: Like Father, Like Son",107.0,Momma's got back-up.,5.3,313,John Whitesell
30-03-2011,Source Code,93.0,Make Every Second Count,7.1,2699,Duncan Jones
15-01-1993,Alive,120.0,They survived the impossible...by doing the unthinkable.,6.7,374,Frank Marshall
23-02-2007,The Number 23,101.0,First it takes hold of your mind...then it takes hold of your life.,6.3,1018,Joel Schumacher
16-10-2013,The Young and Prodigious T.S. Spivet,105.0,,6.7,232,Jean-Pierre Jeunet
13-12-1979,1941,113.0,Paranoia meets pandemonium.,5.6,143,Steven Spielberg
10-09-2005,Dreamer: Inspired By a True Story,106.0,,6.3,67,John Gatins
23-09-2005,A History of Violence,96.0,Tom Stall had the perfect life... until he became a hero.,6.9,832,David Cronenberg
02-08-2005,Transporter 2,87.0,The Best In The Business Is Back In The Game.,6.2,1061,Louis Leterrier
09-02-1995,The Quick and the Dead,107.0,Think you are quick enough?,6.3,427,Sam Raimi
04-04-2004,Laws of Attraction,90.0,Love always has the last word.,5.6,104,Peter Howitt
22-10-1999,Bringing Out the Dead,121.0,,6.6,225,Martin Scorsese
18-03-2010,Repo Men,111.0,"For a price, any organ in your body can be replaced. But it can also be repossessed.",6.2,620,Miguel Sapochnik
08-02-2007,Dragon Wars: D-War,90.0,They've made our world their battleground,4.0,104,Shim Hyung-Rae
06-09-1996,Bogus,110.0,"A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid.",5.4,44,Norman Jewison
14-03-2013,The Incredible Burt Wonderstone,100.0,Abracatastic!,5.3,724,Don Scardino
