ID,ReleaseDate,Rank,Movie,Distributor,Genre,Gross,Tickets Sold
9276,16-09-2022,462,The Modern Way,Indican Pictures,Drama,3059,290
9277,16-12-2016,769,Chosen,Hannover House,Drama,3057,353
9278,12-02-2010,649,Order of Chaos,,,3054,387
9279,16-12-2011,701,Corman's World: Exploits of…,Anchor Bay Entert…,Documentary,3050,384
9280,27-02-2014,753,Anita Ho,Indican Pictures,Comedy,3050,361
9281,06-08-2021,390,Naked Singularity,Screen Media Films,Drama,3050,299
9282,07-09-2018,703,Nelly,Cinema Libre,Drama,3046,334
9283,07-11-2014,754,The Way He Looks,Strand Releasing,Drama,3043,360
9284,24-03-2017,685,The Levelling,Monterey Media,Drama,3040,338
9285,09-12-2022,463,The Hit,Safier Entertainment,Action,3029,287
9286,03-11-2023,567,Landfill,Indican Pictures,Adventure,3020,280
9287,04-07-2013,683,A Girl and a Gun,First Run Features,Documentary,3018,371
9288,02-12-2016,770,Best and Most Beautiful Things,First Run Features,Documentary,3016,348
9289,11-05-2018,657,Filmworker,Kino Lorber,Documentary,3016,329
9290,06-04-2012,705,ATM,IFC Films,Thriller/Suspense,3010,378
9291,30-06-2017,686,The Skyjacker’s Tale,Strand Releasing,Documentary,3009,335
9292,19-10-2018,658,Wings of Desire (1987) (Re-…,Janus Films,Drama,3004,327
9293,21-09-2012,706,About Cherry,IFC Films,Drama,3003,377
9294,28-02-2014,704,Assistance mortelle,Velvet Film,Documentary,3000,367
9295,22-07-2016,771,Hooligan Sparrow,The Film Collabor…,Documentary,3000,346
9296,03-12-2021,391,Project Space 13,Circle Collective,Comedy,3000,294
9297,07-01-1926,772,Moana,Paramount Pictures,Documentary,2993,346
9298,16-12-2016,773,The Bad Kids,FilmRise,Documentary,2977,344
9299,05-08-2011,702,Protektor,Film Movement,Documentary,2968,374
9300,28-11-2014,705,Aftermath,Freestyle Releasing,Black Comedy,2955,361
9301,21-06-2013,684,Which Way is the Front Line…,Mongrel Media,Documentary,2945,362
9302,24-06-2022,464,Apples,Cohen Media Group,Comedy,2934,278
9303,01-09-2017,687,Dalida,Under the Milky Way,Drama,2917,325
9304,16-12-2016,774,A Kind of Murder,Magnolia Pictures,Thriller/Suspense,2915,336
9305,11-03-2022,465,Ultrasound,Magnet Releasing,Thriller/Suspense,2908,276
9306,05-10-2017,688,Demons,Uncork'd Entertai…,Horror,2900,323
9307,13-12-2019,362,Chinese Portrait,Cinema Guild,Documentary,2894,315
9308,23-12-2011,703,Prince of the Himalayas,Kino Lorber,Drama,2883,363
9309,26-07-2024,501,The Arctic Convoy,Magnolia Pictures,Drama,2869,266
9310,05-11-2010,704,Red Hill,Sony Pictures,Thriller/Suspense,2863,361
9311,23-09-2016,689,New World Order,Indican Pictures,Action,2860,318
9312,07-08-2009,650,Bliss,First Run Features,Drama,2856,361
9313,21-04-2023,502,Other People’s Children,Music Box Films,Drama,2854,264
9314,06-05-2016,775,The Professor: Tai Chi's Jo…,First Run Features,Documentary,2852,329
9315,03-03-2017,690,1898. Los últimos de Filipi…,,Drama,2848,318
9316,18-01-2013,685,Cornouaille,Mongrel Media,Drama,2847,350
9317,22-09-2021,392,The Village Detective: A So…,Kino Lorber,Documentary,2839,279
9318,05-07-2019,363,I’ll Take Your Dead,Breakthrough Ente…,Horror,2831,308
9319,03-12-2021,466,The Sleeping Negro,ArtMattan Films,Drama,2830,268
9320,09-09-2022,568,Hockeyland,Greenwich,Documentary,2823,261
9321,22-04-2011,705,Zokkomon,Walt Disney,Adventure,2815,354
9323,19-04-2013,686,Pawn,Anchor Bay Entert…,Thriller/Suspense,2793,343
9324,24-08-2018,705,An L.A. Minute,Strand Releasing,Comedy,2791,306
9325,13-04-2018,706,Nana,First Run Features,Documentary,2784,305
9326,20-11-2015,776,The Summer of Sangaile,Strand Releasing,Drama,2780,321
9327,18-10-2017,707,The Paris Opera,Film Movement,Documentary,2766,303
9328,11-02-2011,706,Blood Ties,Afterlight Pictures,Action,2761,348
9329,04-03-2016,777,White Lies,ArtMattan Films,Drama,2760,319
9330,21-11-2014,706,V/H/S: Viral,Magnolia Pictures,Horror,2756,337
9331,10-05-2013,687,What Richard Did,TriBeca Films,Documentary,2749,338
9332,09-10-2020,364,A Rainy Day in New York,Amazon Studios,Romantic Comedy,2744,298
9333,28-07-2017,691,I Dream in Another Language,FilmRise,Drama,2739,305
9334,21-02-2014,707,Black Out,Music Box Films,Action,2734,334
9335,12-12-2014,708,Tip Top,Kino Lorber,Comedy,2732,334
9336,07-12-2012,688,Deadfall,Magnolia Pictures,Thriller/Suspense,2713,333
9337,28-05-2010,707,Raw Faith,Alive Mind,Documentary,2711,341
9338,18-09-2015,756,Chocolat,The Film Desk,Drama,2710,321
9339,23-10-2015,755,Julia,Archstone Enterta…,Thriller/Suspense,2710,321
9340,29-10-2010,651,Eichmann,Regent Releasing,Drama,2706,342
9341,14-06-2019,659,Back to the Fatherland,First Run Features,Documentary,2697,294
9342,12-11-2010,652,Helena From the Wedding,Film Movement,Drama,2692,341
9343,03-10-2014,757,The Blue Room,IFC Films,Thriller/Suspense,2684,318
9344,19-07-2017,692,Santoalla,Oscilloscope Pict…,Documentary,2684,299
9345,15-06-2018,708,Straight Into a Storm,Abramorama Films,Documentary,2684,294
9346,20-11-2015,758,On War,Indican Pictures,Comedy,2672,316
9347,07-10-2015,778,The Forbidden Room,Kino Lorber,Comedy,2670,308
9348,28-10-2011,708,Restitution,Monterey Media,Thriller/Suspense,2664,335
9349,27-05-2011,709,United Red Army,Lorber Films,Drama,2659,335
9350,29-12-2010,710,The Red Chapel,Lorber Films,Documentary,2657,335
9351,17-11-2023,503,The Disappearance of Shere …,IFC Films,Documentary,2652,246
9352,07-12-2012,707,Cheerful Weather for the We…,IFC Films,Romantic Comedy,2651,333
9353,24-01-2014,709,Mercedes Sosa: The Voice of…,First Run Features,Documentary,2648,324
9354,08-01-2010,711,Brutal Beauty: Tales of the…,Cinema Purgatorio,Documentary,2647,333
9355,09-12-2011,712,Knuckle,ARC Entertainment,Documentary,2647,333
9356,22-03-2013,689,Come Out and Play,,Horror,2638,324
9357,21-11-2014,710,The Sleepwalker,IFC Films,Drama,2636,322
9358,11-12-2015,759,Body,Oscilloscope Pict…,Thriller/Suspense,2634,312
9359,16-03-2018,709,12 Days,Distrib Films,Documentary,2633,289
9360,06-04-2018,710,ACORN and the Firestorm,First Run Features,Documentary,2621,287
9361,27-09-2024,504,The Universal Theory,Oscilloscope Pict…,Thriller/Suspense,2621,243
9362,23-04-2010,653,Boogie Woogie,IFC Films,Black Comedy,2618,331
9363,23-08-2013,690,Sparrows Dance,TriBeca Films,Romantic Comedy,2602,320
9364,19-11-2021,393,Below the Fold,Mutiny Pictures,Thriller/Suspense,2600,255
9365,30-08-2013,691,Last Flight of the Champion,High Top Releasing,Adventure,2597,319
9367,29-04-2012,708,Carl,Afterlight Pictures,Horror,2592,325
9368,15-08-2014,711,Jake Squared,Freestyle Releasing,Comedy,2592,317
9369,28-07-2023,505,The Unknown Country,Music Box Films,Drama,2588,240
9370,05-05-2017,693,Take Me,The Orchard,Comedy,2583,287
9371,03-03-2017,694,Apprentice,Film Movement,Drama,2578,287
9372,06-03-2015,760,Hayride 2,Freestyle Releasing,Horror,2571,304
9373,23-11-2022,569,Bones and All,United Artists,Thriller/Suspense,2570,238
9374,01-08-2018,660,"No Date, No Signature",Distrib Films,Drama,2567,280
9375,09-09-2011,713,Main Street,Magnolia Pictures,Drama,2560,322
9376,28-03-2014,712,Refuge,Strand Releasing,Drama,2554,312
9377,25-12-2009,714,Flickan som lekte med elden,,Thriller/Suspense,2547,321
9378,09-06-2017,695,Miles,Entertainment Stu…,Drama,2537,282
9379,27-05-2011,709,Pianomania,First Run Features,Documentary,2524,317
9380,18-05-2012,710,The Samaritan,IFC Films,Thriller/Suspense,2521,316
9381,27-09-2013,713,Don Jon,Relativity,Romantic Comedy,2511,307
9382,11-12-2009,654,The Slammin' Salmon,Anchor Bay Entert…,Comedy,2510,318
9383,12-09-2023,570,Bobby’s Intermission,,Comedy,2507,232
9384,04-03-2016,779,Mekong Hotel,Strand Releasing,Multiple Genres,2502,289
9385,11-11-2011,715,About Fifty,Screen Media Films,Comedy,2500,315
9386,15-08-2014,715,Dinosaur 13,Lionsgate,Documentary,2500,305
9387,24-10-2014,714,Revenge of the Green Dragons,A24,Action,2500,305
9388,31-05-2013,693,Axe Giant: The Wrath of Pau…,Cinema Purgatorio,Horror,2498,307
9389,04-12-2015,780,The World of Kanako,Drafthouse Films,Drama,2498,288
9390,11-11-2016,696,Shut In,EuropaCorp,Thriller/Suspense,2497,278
9391,06-10-2016,781,Homeland: Iraq Year Zero,Kino Lorber,Documentary,2491,287
9392,28-11-2014,761,Les yeux jaunes des crocodiles,Mongrel Media,Drama,2487,295
9393,20-09-2013,694,Men at Lunch,First Run Features,Documentary,2483,305
9394,19-07-2019,661,TINY: The Life of Erin Blac…,Janus Films,Documentary,2465,269
9395,02-05-2014,716,The Protector 2,Magnet Pictures,Action,2463,301
9396,04-12-2020,365,Crock of Gold: A Few Rounds…,Magnolia Pictures,Documentary,2455,267
9397,01-11-2019,366,Light From Light,Grasshopper Film,Drama,2448,266
9398,17-12-2010,717,To Die is Hard,Driving With Our …,Comedy,2443,299
9399,26-10-2012,695,The Ghastly Love of Johnny X,Strand Releasing,Comedy,2436,299
9400,17-08-2012,711,Why Stop Now,IFC Films,Comedy,2432,305
9401,26-06-2015,762,L.A. Slasher,Archstone Enterta…,Comedy,2421,287
9402,24-04-2020,367,Horror Nights,Southern Sykos Pr…,Horror,2415,263
9403,20-11-2015,782,On War,Indican Pictures,Comedy,2414,279
9404,23-09-2016,783,"1,000 Rupee Note",Kino Lorber,Drama,2404,277
9405,14-11-2014,763,Banksy Does New York,HBO Documentary F…,Documentary,2388,283
9406,26-10-2011,716,Sidewalls,IFC Films,Drama,2377,300
9407,27-08-2010,655,Daniel & Ana,Strand Releasing,Drama,2372,300
9408,13-06-2014,719,Evergreen: The Road to Lega…,First Run Features,Documentary,2363,289
9409,19-09-2014,718,Stop the Pounding Heart,Big World Pictures,Drama,2363,289
9410,01-12-2017,711,Shadowman,Film Movement,Documentary,2356,258
9411,01-12-2017,712,The Tribes of Palos Verdes,IFC Films,Drama,2345,257
9412,01-08-2014,720,Moebius,RAM Releasing,Drama,2340,286
9413,18-11-2011,712,The Heir Apparent: Largo Winch,Music Box Films,Action,2333,293
9414,17-09-2010,656,El Súperstar: The Unlikely …,Cinema Libre,Comedy,2330,295
9415,03-05-2013,696,The Happy House,First Run Features,Black Comedy,2311,284
9416,11-10-2013,721,Design is One,First Run Features,Documentary,2308,282
9417,08-10-2021,467,Golden Voices,Music Box Films,Romantic Comedy,2305,218
9418,21-02-2020,368,Goldie,Film Movement,Drama,2302,250
9419,23-02-2024,506,Bring Him to Me,Samuel Goldwyn Films,Thriller/Suspense,2301,213
9420,08-07-2011,717,Fading of the Cries,Eammon Films,Multiple Genres,2300,290
9421,10-11-2023,571,This Much We Know,Oscilloscope Pict…,Documentary,2296,212
9422,16-10-2020,394,The Shade Shepherd,Indican Pictures,Thriller/Suspense,2293,225
9423,13-12-2013,697,Blood Brother,Mongrel Media,Documentary,2254,277
9424,25-08-2017,697,Red Christmas,Artsploitation,Horror,2250,250
9425,08-04-2016,784,Memoria,Monterey Media,Drama,2242,259
9426,11-10-2013,698,Cassadaga,Archstone Enterta…,Horror,2241,275
9427,10-12-2010,657,You Won’t Miss Me,Reel Diva Consult…,Drama,2240,283
9428,31-08-2011,713,Gainsbourg: A Heroic Life,Music Box Films,Drama,2240,281
9429,05-02-2021,395,A Glitch in the Matrix,Magnolia Pictures,Documentary,2238,220
9430,20-11-2020,369,"Amigo Skate, Cuba",Indican Pictures,Documentary,2232,243
9431,01-12-2017,698,Thrill Ride,Gravitas Ventures,Adventure,2226,248
9432,04-03-2016,699,Behind the White Glasses: P…,Parade Deck Films,Documentary,2223,247
9433,29-08-2014,722,Once Upon A Time Veronica,Big World Pictures,Drama,2216,271
9434,01-11-2017,713,Frank Serpico,IFC Films,Documentary,2214,243
9435,18-10-2019,662,Serendipity,Cohen Media Group,Documentary,2213,241
9436,09-08-2013,699,Implanted,Walking Shadows,Drama,2210,271
9437,05-09-2013,700,InSpectres,Reacter 88 Studios,Comedy,2207,271
9438,17-09-2010,658,The Girl,Olive Films,Drama,2201,278
9439,07-05-2021,396,Escape From Auschwitz,,Drama,2201,216
9440,03-11-2017,700,Dream Boat,Strand Releasing,Documentary,2199,245
9441,17-09-2010,659,Sweethearts of the Prison R…,Cinema Purgatorio,Documentary,2198,278
9442,11-10-2019,663,A German Youth,Big World Pictures,Documentary,2177,237
9443,07-12-2012,714,Le Moine,Mongrel Media,Thriller/Suspense,2164,271
9444,14-09-2018,714,A Wizard’s Tale,Blue Fox Entertai…,Adventure,2150,236
9445,31-07-2020,468,Killer Raccoons 2: Dark Chr…,Indican Pictures,Comedy,2145,203
9446,15-03-2019,664,Iceman,Film Movement,Thriller/Suspense,2138,233
9447,22-04-2022,469,Stanleyville,Oscilloscope Pict…,Comedy,2137,202
9448,02-10-2009,660,Fallen Idol: The Yuri Gagar…,Indican Pictures,Documentary,2126,269
9449,16-04-2010,661,Nobody's Perfect,Lorber Films,Documentary,2122,268
9450,29-10-2014,723,Missionary,Freestyle Releasing,Thriller/Suspense,2120,259
9451,16-10-2020,370,The Shade Shepherd,Indican Pictures,Thriller/Suspense,2116,230
9452,21-12-2012,701,Django,Rialto Pictures,Western,2114,260
9453,10-12-2021,397,Agnes,Magnet Releasing,Drama,2113,207
9454,31-01-2014,724,The Wait,Monterey Media,Drama,2109,258
9455,28-09-2015,764,"Me, You and Five Bucks",Indican Pictures,Romantic Comedy,2105,249
9456,22-10-2010,718,The Taqwacores,Strand Releasing,Drama,2098,264
9457,14-03-2014,725,The Right Kind of Wrong,Magnolia Pictures,Drama,2098,256
9458,08-10-2010,662,As Good As Dead,Alchemy,Thriller/Suspense,2093,265
9459,13-09-2017,701,Dayveon,FilmRise,Drama,2077,231
9460,29-05-2009,719,Millénium - Le Film,Alliance Atlantis,Thriller/Suspense,2075,261
9461,24-11-2009,702,Small Change,New World,Comedy,2068,254
9462,08-06-2012,715,Patagonia Rising,First Run Features,Documentary,2064,259
9463,26-06-2020,371,The Transcendents,Indican Pictures,Thriller/Suspense,2041,222
9464,04-08-2017,702,The Ghoul,Cartilage Films,Thriller/Suspense,2032,226
9465,04-06-2022,470,Kill Devil Hills,Sumbadhat Product…,Horror,2022,192
9466,17-10-2014,726,Algorithms,First Run Features,Documentary,2021,247
9467,25-01-2013,703,Knife Fight,IFC Films,Thriller/Suspense,2019,248
9468,13-06-2014,765,Manuscripts Don’t Burn,Kino Lorber,Drama,2016,239
9469,27-10-2017,715,Félicité,Strand Releasing,Drama,2016,221
9470,12-10-2012,727,Stories We Tell,Mongrel Media,Documentary,2015,246
9471,25-07-2012,716,Planet of Snail,Cinema Guild,Documentary,2011,252
9472,30-09-2011,717,American Teacher,First Run Features,Documentary,2004,251
9473,20-03-2015,766,Tracers,Lionsgate,Action,2000,237
9474,29-12-2021,398,Jockey,Sony Pictures Cla…,Drama,1999,196
9475,30-09-2022,471,B’Twixt Now and Sunrise,Rialto Pictures,Horror,1996,189
9476,24-06-2016,785,Vigilante Diaries,Anchor Bay Entert…,Action,1991,230
9477,10-11-2016,786,The Watermelon Woman,First Run Features,Drama,1989,229
9478,16-10-2020,372,A Mermaid in Paris,Sony Pictures,Romantic Comedy,1988,216
9479,24-10-2014,728,Two-Bit Waltz,Monterey Media,Comedy,1986,243
9480,11-09-2009,663,White On Rice,Variance Films,Romantic Comedy,1985,251
9481,29-01-2010,664,Falling Awake,IFC Films,Thriller/Suspense,1978,250
9482,26-11-2014,767,Women Who Flirt,China Lion Film D…,Comedy,1973,234
9483,17-09-2010,665,The Temptation of St. Tony,Olive Films,Drama,1963,248
9484,14-08-2020,373,The Bay of Silence,Vertical Entertai…,Thriller/Suspense,1941,211
9485,06-01-2017,703,Accidental Courtesy: Daryl …,First Run Features,Documentary,1940,216
9486,25-01-2019,665,Jihadists,Cinema Libre,Documentary,1939,211
9487,17-12-2010,720,To Die is Hard,Driving With Our …,Comedy,1938,244
9488,08-11-2013,704,Best Man Down,Magnolia Pictures,Comedy,1938,238
9489,18-06-2010,721,American Grindhouse,Lorber Films,Documentary,1931,243
9490,03-06-2011,722,"Love, Wedding, Marriage",IFC Films,Comedy,1926,243
9491,26-01-2018,716,West of the Jordan River,Kino Lorber,Documentary,1926,211
9492,24-09-2010,666,A Mother's Courage: Talking…,First Run Features,Documentary,1916,242
9493,26-02-2010,667,45365,Seventh Art Relea…,Documentary,1909,241
9494,07-08-2015,768,Sneakerheadz,Submarine Deluxe,Documentary,1903,225
9495,18-12-2015,769,The Lady in the Car With Gl…,Magnolia Pictures,Thriller/Suspense,1901,225
9496,21-10-2022,572,Brainwashed: Sex-Camera-Power,Kino Lorber,Documentary,1890,175
9497,26-10-2012,718,Bad Blood,Garvity Arch,Horror,1872,235
9498,05-12-2014,770,Life Partners,Magnolia Pictures,Comedy,1870,221
9499,30-12-2009,668,Gigante,Film Movement,,1862,235
9500,25-08-2023,507,Fremont,Music Box Films,Documentary,1858,172
9501,01-07-2022,472,Rubikon,IFC Midnight,Thriller/Suspense,1843,175
9502,09-07-2010,723,Around a Small Mountain,Cinema Guild,Comedy,1839,231
9503,20-07-2011,719,Four Adventures of Reinette…,The Film Desk,Comedy,1834,230
9504,10-09-2014,729,Born to Fly: Elizabeth Stre…,The Film Collabor…,Documentary,1822,223
9505,18-06-2021,399,Crack House of the Dead,Self Distributed,Horror,1816,178
9506,18-02-2011,724,Now & Later,Cinema Libre,Drama,1808,227
9507,27-02-2015,771,Everly,RADiUS-TWC,Action,1800,213
9508,14-06-2013,705,The Stroller Strategy,Rialto Pictures,Romantic Comedy,1799,221
9509,21-07-2017,717,The Fencer,CFI,Drama,1794,196
9510,02-09-2016,787,Skiptrace,Saban Films,Action,1792,207
9511,17-09-2014,772,"20,000 Days on Earth",Drafthouse Films,Documentary,1788,212
9512,20-01-2017,704,Detour,Magnolia Pictures,Thriller/Suspense,1788,199
9513,20-11-2020,400,"Amigo Skate, Cuba",Indican Pictures,Documentary,1787,175
9514,03-09-2010,669,Clear Blue Tuesday,CAVU Releasing,Musical,1780,225
9515,17-10-2014,730,These Final Hours,Mongrel Media,Thriller/Suspense,1780,217
9516,19-10-2018,718,The Lost Village,First Run Features,Documentary,1780,195
9517,28-06-2013,706,Detention of the Dead,Anchor Bay Entert…,Comedy,1778,218
9518,24-10-2014,731,Rhymes for Young Ghouls,Monterey Media,Drama,1776,217
9519,12-06-2009,720,Le combat dans l'île,The Film Desk,Thriller/Suspense,1756,220
9520,06-02-2015,773,The Other Man: F.W. de Kler…,First Run Features,Documentary,1747,207
9521,14-08-2015,774,Dark Forest,Zell-Koj Studio,Horror,1739,206
9522,26-07-2019,666,In Safe Hands,Distrib Films,Drama,1737,189
9523,22-03-2013,707,You Don't Need Feet to Dance,First Run Features,Documentary,1719,211
9524,07-11-2014,732,Mr. Pip,Freestyle Releasing,Drama,1714,209
9525,02-09-2016,788,A Beautiful Now,Monterey Media,Drama,1714,198
9526,23-10-2015,775,The Looking Glass,First Run Features,Drama,1711,202
9527,14-10-2011,725,Chalet Girl,IFC Films,Romantic Comedy,1710,216
9528,17-12-2014,733,"If You Don't, I Will",Film Movement,Comedy,1707,208
9530,27-05-2016,705,The Romans,Indican Pictures,Drama,1689,188
9531,02-05-2014,734,More Than the Rainbow,First Run Features,Documentary,1677,205
9532,09-12-2022,573,Loudmouth,Greenwich,Documentary,1677,155
9533,11-04-2011,726,They’re Out of Business,IFC Films,Comedy,1655,209
9534,06-09-2019,374,Edie,Music Box Films,Drama,1652,179
9535,06-12-2019,667,Little Q,Well Go USA,Drama,1652,180
9536,24-11-2009,727,Small Change,New World,Comedy,1650,208
9537,07-10-2016,706,The Greasy Strangler,FilmRise,Thriller/Suspense,1650,183
9538,15-12-2017,719,Permanent,Magnolia Pictures,Comedy,1650,181
9539,01-11-2019,375,American Dharma,Utopia,Documentary,1641,178
9540,20-09-2013,735,The Human Scale,Mongrel Media,Documentary,1635,200
9541,05-04-2013,708,Eddie: The Sleepwalking Can…,Doppelganger Rele…,Comedy,1632,200
9542,28-08-2015,777,Drown,Strand Releasing,Drama,1631,193
9543,15-09-2017,720,Rat Film,Cinema Guild,Documentary,1627,178
9544,10-01-2014,736,Truth,Left of Center En…,Thriller/Suspense,1626,199
9545,16-10-2015,778,Cut Snake,Monterey Media,Thriller/Suspense,1625,192
9546,17-01-2014,737,Summer in February,TriBeca Films,Drama,1624,198
9547,02-12-2016,789,In Her Name,Distrib Films,Drama,1623,187
9548,19-08-2016,707,Never,Indican Pictures,Drama,1621,180
9549,11-08-2023,574,Operation Napoleon,Magnet Releasing,Thriller/Suspense,1618,150
9550,07-06-2002,721,Mama Africa,,,1606,176
9551,25-09-2015,779,Forever,Monterey Media,Drama,1597,189
9552,30-09-2016,708,Do Not Resist,Vanish Films,Documentary,1596,177
9553,22-11-2019,668,The Killing Floor,Film Movement,Drama,1583,172
9554,05-06-2020,376,The Fox Hunter,Indican Pictures,Comedy,1577,171
9555,10-02-2012,721,Perfect Sense,IFC Films,Drama,1567,196
